CUST_ID,CUSTNAME,ADDRESS1,ADDRESS2,LOCALITY,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,EMAIL_ADDRESS,PHONE_NUMBER,YTD_SALES,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,CREDITCARD_TYPE,CREDITCARD_EXP,CREDITCARD_CVV,DRIVER_LICENSE
"10223","Dwight Armenta      ","1043 Lynn Avenue",,,"Bakersfield","CA","US","93307","0000","Dwight.L.Armenta@dodgeit.com","512-885-6258",5000.90,"WE349 ","CA","321140626","30000005983188","Diners Club","1212","859",
"10444","Karen King          ","737 Allison Avenue",,,"Briosco","MI","IT","20040","0000","Karen.R.King@dodgeit.com","0368 0046800",5000.90,"WE223 ","CA","515582310","6011470000000330","Discover","0209","5622",
"10224","Esther Bender       ","4667 Morningview Lane",,,"BALCURVIE",,"UK","KY8 5OP","0000","Esther.R.Bender@spambob.com","079 7495 7198",304.00,"NE301 ","FR","133043318983324","30000000093991","Diners Club","0917","3552",
"10225","Apryl Henry         ","179 Berkshire Circle",,,"Baldaria","VR","IT","37044","0000","Apryl.P.Henry@trashymail.com","0324 3929139",5320.86,"SE136 ","IT","TDTAAE98E08I294U","4111300000000416","VISA","0111","6730",
"10226","Evelin Mitchell     ","66 Ben Street",,,"BALLAMODHA",,"UK","IM9 4SI","0000","Evelin.R.Mitchell@pookmail.com","078 3628 7584",52.00,"SE403 ","IT","UEUGFU80D45C573R","30000002892804","Diners Club","1108","6703",
"10227","Michael Pritchard   ","1117 Yorkshire Circle",,,"Balliang","VIC","AU","3340","0000","Michael.M.Pritchard@trashymail.com","(08) 9072 2460",354.00,"SW412 ","CA","329443600","30000000226351","Diners Club","0317","35",
"10228","Diana Beaudry       ","307 Single Street",,,"Balranald","NSW","AU","2715","0000","Diana.W.Beaudry@trashymail.com","(02) 6783 0440",352.00,"SE271 ","CA","281697458","370000072328000","American Express","1115","8650",
"10230","Stephen Kendall     ","357 Burnside Avenue",,,"Baltimore","MD","US","21201","0000","Stephen.K.Kendall@spambob.com","240-417-7337",180.30,"NE367 ","IT","GHHJZR20L63E273D","3088480000000383","JCB","1017","7045",
"10231","Elizabeth Martinez  ","947 Rainbow Road",,,"Baltimore","MD","US","21202","0000","Elizabeth.B.Martinez@mailinator.com","314-268-8613",505.00,"NW118 ","IT","UAAUXX18L25A259N","30000005201581","Diners Club","0214","110",
"10232","Hazel Reed          ","798 Musgrave Street",,,"Baltimore","MD","US","21202","0000","Hazel.J.Reed@pookmail.com","914-787-3637",5869.40,"NC169 ","IT","SYANSW51S08F710X","3088780000000394","JCB","1108","2172",
"10233","Albert Jackson      ","2734 Sycamore Circle",,,"Baltimore","MD","US","21202","0000","Albert.R.Jackson@pookmail.com","562-587-7490",6101.00,"NE175 ","UK","KE030697B","370000006858544","American Express","0414","6198",
"10234","Michael Franks      ","1682 Cardinal Lane",,,"Baltimore","MD","US","21202","0000","Michael.Y.Franks@trashymail.com","949-454-9536",290.48,"NW316 ","UK","BM334375A","370000057077150","American Express","0115","4715",
"10235","Mary Bates          ","1646 Tenmile",,,"Baltimore","MD","US","21201","0000","Mary.T.Bates@pookmail.com","503-337-6080",6000.28,"NW181 ","ES","2167155A","30000005055532","Diners Club","0515","582",
"10236","Nicole Thompson     ","1803 Crestview Manor",,,"Baltimore","MD","US","21201","0000","Nicole.F.Thompson@dodgeit.com","973-719-8383",568.30,"NE307 ","FR","792041102280441","4111280000000428","VISA","0410","2262",
"10237","Jeffrey Baca        ","1824 George Avenue",,,"Baltimore","MD","US","21201","0000","Jeffrey.B.Baca@dodgeit.com","404-636-7915",3780.51,"WE283 ","U.S.","022868248","3088000196825300","JCB","0415","7932",
"10238","Mary Taylor         ","3168 Willow Oaks Lane",,,"BANKHEAD",,"UK","AB2 4HC","0000","Mary.S.Taylor@dodgeit.com","078 0550 7399",152.00,"RP190 ","U.S.","047080001","3088240000000407","JCB","0911","5538",
"10239","Mandy Fernandez     ","4103 Wilmar Farm Road",,,"Banora Point","NSW","AU","2486","0000","Mandy.M.Fernandez@pookmail.com","(03) 5361 9459",5320.86,"WE355 ","ES","2359270E","5500530000000083","Master Card","1108","4723",
"10240","Homer Olson         ","1619 Perine Street",,,"Barbera del Valles",,"ES","08210","0000","Homer.G.Olson@trashymail.com","91-102-6562",5320.86,"WE286 ","IT","EXXWWX60B60G183L","3088240000000415","JCB","0317","5565",
"10242","Reginald Fields     ","1091 Benson Street",,,"Barney View","QLD","AU","4287","0000","Reginald.J.Fields@dodgeit.com","(02) 9553 3785",904.86,"SC391 ","ES","5916540C","30000005127711","Diners Club","0611","1129",
"10243","Megan Mauro         ","701 Clarksburg Park Road",,,"Barnwell","SC","US","29812","0000","Megan.R.Mauro@pookmail.com","631-732-3842",1820.08,"WE220 ","CA","391138112","4111170000000447","VISA","1013","2946",
"10244","Michael Lombardo    ","1938 Caynor Circle",,,"Barrie","ON","CA","L4M 4S8","0000","Michael.C.Lombardo@trashymail.com","709-253-0949",5000.90,"NW316 ","FR","268120258218018","6011930000000341","Discover","1210","5613",
"10245","Kevin Stubblefield  ","1478 Jerome Avenue",,,"Barritteri","RC","IT","89010","0000","Kevin.C.Stubblefield@dodgeit.com","0392 3979476",352.00,"WE349 ","UK","HX805025C","6011310000000353","Discover","0311","5857",
"10246","Kim Morgan          ","3752 Pleasant Hill Road",,,"Barry's Bay","ON","CA","K0J 1B0","0000","Kim.B.Morgan@mailinator.com","250-971-0858",904.86,"NC232 ","FR","224104602466738","370000034957607","American Express","0908","4074",
"10247","John Riley          ","4904 Hamilton Drive",,,"Barsbittel",,"DE","22885","0000","John.S.Riley@spambob.com","04329 69 96 01",152.00,"SE271 ","U.S.","441590001","6011000143638900","Discover","0712","8614",
"10248","John Moore          ","1012 Caldwell Road",,,"BARSBY",,"UK","LE7 8LP","0000","John.J.Moore@spambob.com","078 8145 2711",5320.86,"SW145 ","FR","277022A27281728","3088710000000425","JCB","0109","1961",
"10249","Joseph Lee          ","3105 Bungalow Road",,,"Barwite","VIC","AU","3722","0000","Joseph.J.Lee@dodgeit.com","(02) 6700 9080",486.00,"NC298 ","ES","1110248S","6011730000000360","Discover","0210","6289",
"10250","Mary Carrillo       ","1531 Commerce Boulevard",,,"Basiliano","UD","IT","33031","0000","Mary.C.Carrillo@mailinator.com","0334 9579123",120.00,"SE139 ","UK","TB157767A","370000069948307","American Express","0216","591",
"10251","Felix Myers         ","170 Angie Drive",,,"Bassacutena","SS","IT","07020","0000","Felix.R.Myers@mailinator.com","0389 7059753",5320.86,"SW409 ","UK","AH088707D","4111260000000453","VISA","0516","9635",
"10252","Kenneth Terrell     ","1563 Bridge Avenue",,,"Bassendean","NSW","AU","2365","0000","Kenneth.E.Terrell@spambob.com","(03) 5316 5329",904.86,"NW187 ","CA","619939028","3088610000000435","JCB","1008","2971",
"10253","Nicholas Stampley   ","745 Gore Street",,,"Bastardo","PG","IT","06030","0000","Nicholas.W.Stampley@dodgeit.com","0368 6033337",298.83,"SC124 ","UK","JC835726","3088120000000443","JCB","0312","9444",
"10254","George Tincher      ","871 Nuzum Court",,,"Bastida De Dossi","PV","IT","27050","0000","George.D.Tincher@mailinator.com","0335 9822420",120.00,"SE334 ","ES","3250679C","6011430000000375","Discover","0110","6249",
"10256","Ralph Wood          ","4661 Moonlight Drive",,,"Batavia","NY","US","14020","0000","Ralph.K.Wood@spambob.com","706-823-4660",18735.70,"NC166 ","U.S.","222040001","3088640000000457","JCB","0712","5538",
"10257","Richard Cioffi      ","4709 Turkey Pen Road",,,"Batemans Bay","NSW","AU","2536","0000","Richard.L.Cioffi@trashymail.com","(08) 8309 5545",568.30,"NE238 ","U.S.","018900001","3088210000000467","JCB","0814","3274",
"10259","Frank Westra        ","3540 Stout Street",,,"Baton Rouge","LA","US","70806","0000","Frank.K.Westra@spambob.com","661-947-3606",486.00,"NW376 ","FR","739054315881032","4111880000000474","VISA","0908","3237",
"10260","Marjorie Mcelroy    ","668 Hinkle Lake Road",,,"Baton Rouge","LA","US","70815","0000","Marjorie.W.Mcelroy@pookmail.com","620-660-0187",354.00,"NW379 ","ES","9129919T","4111110289537180","VISA","0209","6007",
"10261","Mike Haight         ","3489 Eagle Drive",,,"Baysville","ON","CA","P0B 1A0","0000","Mike.M.Haight@trashymail.com","416-832-6193",354.00,"NE373 ","FR","133025819740488","370000063583753","American Express","0810","8412",
"10262","Nanette Alvarez     ","520 Bryan Street",,,"Baztan",,"ES","31700","0000","Nanette.C.Alvarez@dodgeit.com","91-102-2063",6000.28,"WE151 ","FR","831096547398714","370000066640964","American Express","0308","3425",
"10263","Jack Owens          ","2374 Christie Way",,,"Beasain",,"ES","20200","0000","Jack.L.Owens@spambob.com","91-102-2453",863.90,"WE286 ","FR","163070715753775","6011510000000390","Discover","0512","5380",
"10365","Joan Slater         ","313 Reynolds Alley",,,"Boise","ID","US","83704","0000","Joan.G.Slater@mailinator.com","973-465-0516",152.00,"SE136 ","IT","GAINOA68A19F355E","6011000160227140","Discover","0711","6775",
"10264","Woodrow Hood        ","2102 Mulberry Avenue",,,"Beauvais",,"FR","60000","0000","Woodrow.E.Hood@mailinator.com","04.38.97.52.54",9095.04,"SC259 ","CA","157746082","6011130000000405","Discover","0811","4893",
"10265","Christine Warwick   ","4748 Cecil Street",,,"BEAUWORTH",,"UK","SO24 2LI","0000","Christine.A.Warwick@mailinator.com","079 7967 5500",354.00,"SC130 ","FR","163040613447827","30000003406133","Diners Club","0217","9318",
"10267","Jeffrey Samora      ","742 Selah Way",,,"Becchi","AT","IT","14022","0000","Jeffrey.K.Samora@pookmail.com","0358 0210012",673.00,"SC262 ","U.S.","517410004","4111330000000496","VISA","0815","7080",
"10268","Terrance Perez      ","3632 Bryan Street",,,"Bedford","MA","US","01730","0000","Terrance.M.Perez@pookmail.com","207-757-4475",290.48,"SC322 ","IT","TYCEUE12T23M138W","3088870000000476","JCB","0111","556",
"10270","Keith Walker        ","3564 Friendship Lane",,,"Belfast","ME","US","04915","0000","Keith.R.Walker@spambob.com","832-386-2083",853.30,"SC127 ","CA","119680932","370000007370192","American Express","0609","3680",
"10271","Therese Pickering   ","893 Ferry Street",,,"Belfield","ND","US","58622","0000","Therese.B.Pickering@spambob.com","707-565-9536",673.00,"NC427 ","FR","215035556850370","370000077357566","American Express","0412","2399",
"10272","Catherine Walker    ","3721 Bates Brothers Road",,,"Bellellen","VIC","AU","3380","0000","Catherine.T.Walker@dodgeit.com","(08) 8224 9567",673.00,"SE337 ","CA","257624551","6011980000000411","Discover","0515","4185",
"10202","Veronica Owens      ","3455 Kennedy Court",,,"Averill Park","NY","US","12018","0000","Veronica.D.Owens@spambob.com","970-931-2841",5231.00,"WE415 ","U.S.","430590002","3088000230955600","JCB","0111","8209",
"10274","Karen Daggett       ","4992 Coleman Avenue",,,"Belleville","WI","US","53508","0000","Karen.J.Daggett@pookmail.com","512-779-1097",9095.04,"NC364 ","CA","478236698","3088560000000499","JCB","0908","1385",
"10275","Robert Ojeda        ","546 Lakewood Drive",,,"Belleville","IL","US","62220","0000","Robert.M.Ojeda@mailinator.com","503-705-8957",6000.28,"NC361 ","FR","229013013202406","3088650000000506","JCB","0613","7803",
"10276","Jennifer Aldridge   ","1277 Sussex Court",,,"Belleville","MO","US","62220","0000","Jennifer.J.Aldridge@dodgeit.com","304-579-1822",5320.86,"SW274 ","FR","162126063081222","4111750000000511","VISA","1116","4893",
"10277","Raul Wood           ","1771 Bird Street",,,"Bellevue","OH","US","44811","0000","Raul.D.Wood@dodgeit.com","713-905-9016",673.00,"NE373 ","ES","0382590P","370000028300392","American Express","0811","8580",
"10278","Margaret Ramirez    ","972 Blackwell Street",,,"Bellevue","WA","US","98004","0000","Margaret.B.Ramirez@pookmail.com","832-886-9298",5869.40,"SW277 ","CA","488009333","30000003316936","Diners Club","1217","8136",
"10280","Jared Hartley       ","3457 Fort Street",,,"Bellona","CE","IT","81041","0000","Jared.A.Hartley@mailinator.com","0362 3019243",486.00,"SC259 ","CA","593331424","3088970000000516","JCB","0209","7596",
"10281","Nathan Thomas       ","1687 Bates Brothers Road",,,"BELLSIDE",,"UK","ML1 9YN","0000","Nathan.A.Thomas@spambob.com","078 3379 2138",6101.00,"SW409 ","FR","868058624124732","3088830000000520","JCB","0914","3388",
"10282","Stacy Morris        ","2433 Ottis Street",,,"Beltsville","VA","US","20705","0000","Stacy.D.Morris@dodgeit.com","478-287-8584",904.86,"NW247 ","U.S.","022868024","3088610000000534","JCB","0709","930",
"10283","Thomas Farris       ","54 Kelly Drive",,,"Beltsville","MD","US","20705","0000","Thomas.S.Farris@spambob.com","616-788-0599",90.30,"SE337 ","CA","751454315","30000005675834","Diners Club","0114","758",
"10284","Nancy Washington    ","540 Wildrose Lane",,,"Beltsville","VA","US","20705","0000","Nancy.D.Washington@spambob.com","662-467-7939",0.00,"WE421 ","FR","818035100151050","3088780000000543","JCB","1214","7127",
"10285","Pedro Louder        ","3583 Watson Street",,,"Beltsville","MD","US","20705","0000","Pedro.M.Louder@pookmail.com","218-354-6129",6000.28,"WE289 ","CA","596802546","4111620000000524","VISA","0811","998",
"10286","Marcy Stahl         ","2875 Fowler Avenue",,,"Beltsville","MD","US","20705","0000","Marcy.J.Stahl@mailinator.com","908-547-7686",0.00,"SC199 ","UK","BK302447D","30000005976885","Diners Club","0715","6565",
"10287","Joseph Shafer       ","15 Lords Way",,,"Beltsville","MD","US","20705","0000","Joseph.J.Shafer@trashymail.com","212-833-9423",52.00,"SE337 ","U.S.","577430003","3088000622163110","JCB","0510","6360",
"10288","Larry Ranieri       ","181 Morris Street",,,"Belvedere","VI","IT","36056","0000","Larry.R.Ranieri@trashymail.com","0394 9257868",354.00,"WE349 ","IT","SLUAIE13D69A929N","30000002427718","Diners Club","0517","3265",
"10289","Audrey Pyle         ","200 Braxton Street",,,"Benasque",,"ES","22440","0000","Audrey.T.Pyle@mailinator.com","91-102-2560",298.83,"SC256 ","CA","375721271","370000064279716","American Express","0412","9785",
"10290","Calvin Yarbrough    ","3871 Lonely Oak Drive",,,"Benasque",,"ES","22440","0000","Calvin.A.Yarbrough@dodgeit.com","91-102-6551",863.90,"SE397 ","CA","912521259","6011090000000435","Discover","0910","8382",
"10291","Hoyt Ramos          ","354 Northwest Boulevard",,,"Bend","OR","US","97701","0000","Hoyt.C.Ramos@dodgeit.com","215-438-4845",568.30,"WE151 ","IT","TTVLTC38H61B853K","5500200000000091","Master Card","0909","4715",
"10292","Robt Lopez          ","39 Cedar Lane",,,"Benedello","MO","IT","41026","0000","Robt.R.Lopez@pookmail.com","0354 1030783",904.86,"WE151 ","FR","287033713723541","6011510000000440","Discover","0412","7080",
"10294","Kenneth Bauer       ","4701 Aviation Way",,,"Bennettville","MN","US","56441","0000","Kenneth.D.Bauer@dodgeit.com","503-675-0064",5869.40,"SW148 ","ES","7174686C","6011850000000457","Discover","0713","2552",
"10295","Jodi Stanley        ","4039 Kelley Road",,,"Bensalem","PA","US","19020","0000","Jodi.B.Stanley@spambob.com","262-385-8894",304.00,"NE373 ","CA","904601168","3088230000000564","JCB","0415","34",
"10296","Tiny Shanklin       ","4216 Maxwell Farm Road",,,"Bensenville","IL","US","60106","0000","Tiny.M.Shanklin@pookmail.com","541-890-1592",9095.04,"SW142 ","FR","263027643886591","6011030000000464","Discover","0910","1309",
"10297","Jose Black          ","3846 Orphan Road",,,"Benton Ridge","OH","US","45816","0000","Jose.E.Black@spambob.com","304-286-2004",290.48,"NC232 ","FR","778110918542370","4111440000000535","VISA","0317","2159",
"10298","Chandra Butler      ","3954 Marietta Street",,,"Benz",,"DE","18574","0000","Chandra.B.Butler@trashymail.com","08841 89 95 67",90.30,"NW244 ","FR","833068106833714","3088000422668250","JCB","0616","7544",
"10366","Benjamin Stapleton  ","615 Hide A Way Road",,,"Bolivia","NSW","AU","2372","0000","Benjamin.N.Stapleton@spambob.com","(03) 5317 8457",505.00,"WE415 ","CA","486115165","4111650000000547","VISA","0115","487",
"10299","Betty Grimes        ","2078 Plainfield Avenue",,,"Berchtesgaden",,"DE","83471","0000","Betty.D.Grimes@mailinator.com","08091 13 31 66",180.30,"SW217 ","CA","777215385","30000003833120","Diners Club","0115","2474",
"10300","Elizabeth Roberts   ","784 Ethels Lane",,,"Berchules",,"ES","18451","0000","Elizabeth.B.Roberts@pookmail.com","91-271-2753",863.90,"SC199 ","IT","OUAIEI78E24H336E","3088480000000573","JCB","1108","9228",
"10301","Mitchell Holt       ","1582 Geneva Street",,,"Bergerac",,"FR","24100","0000","Mitchell.L.Holt@dodgeit.com","04.69.25.12.81",120.00,"NE235 ","IT","MOIIAX86M05F193E","4111730000000554","VISA","0113","5488",
"10302","Florence Mcdonald   ","4874 Bloomfield Way",,,"Bergotto","PR","IT","43042","0000","Florence.J.Mcdonald@pookmail.com","0336 4353915",486.00,"SE403 ","UK","ES855364D","4111810000000562","VISA","0310","8129",
"10303","Tony Brooks         ","2134 Watson Lane",,,"Bergotto","PR","IT","43042","0000","Tony.D.Brooks@mailinator.com","0357 7464003",863.90,"SW277 ","CA","935314484","370000054568979","American Express","0108","999",
"10304","Paul Thompson       ","299 Blue Spruce Lane",,,"BERKELEY",,"UK","GL13 4LH","0000","Paul.K.Thompson@mailinator.com","070 3706 4385",853.30,"NC100 ","FR","178045242439407","30000000256713","Diners Club","0911","1527",
"10305","Colleen Lincoln     ","1185 Burton Avenue",,,"Berrybank","VIC","AU","3323","0000","Colleen.J.Lincoln@spambob.com","(08) 9095 9395",0.00,"NC292 ","UK","EK477634D","4111380000000574","VISA","1117","8245",
"10306","Ron Mcneill         ","1928 Pretty View Lane",,,"Bersone","TN","IT","38085","0000","Ron.A.Mcneill@pookmail.com","0346 2210427",5231.00,"SW343 ","U.S.","665120001","30000002528812","Diners Club","0109","208",
"10307","Michael Reed        ","4592 Poplar Lane",,,"Besnate","VA","IT","21010","0000","Michael.K.Reed@trashymail.com","0399 7420631",5000.90,"SE334 ","FR","283070609337389","6011000432512840","Discover","1110","9558",
"10308","Rod Jordan          ","2436 Timbercrest Road",,,"Beswick","NT","AU","0852","0000","Rod.J.Jordan@trashymail.com","(03) 5316 8440",3780.51,"SC322 ","FR","815108831315901","4111950000000582","VISA","0809","7642",
"10309","Candie Cervantes    ","3233 Jessie Street",,,"Bethlehem","PA","US","18018","0000","Candie.R.Cervantes@mailinator.com","606-842-5770",152.00,"NC160 ","UK","RM256354B","370000016281950","American Express","0417","8060",
"10409","James Brickey       ","4082 Seth Street",,,"Bowling Green","KY","US","42101","0000","James.T.Brickey@mailinator.com","570-552-8170",568.30,"SW280 ","U.S.","177820001","6011940000000472","Discover","1008","4773",
"13229","理衣              ","北田園","３丁目１番１号",,"福生市","東京都","JP","1970005","0000","rie.9.imazu@popj.com","044-223-6541",486.00,"SE208 ","UK","BL530326C","6011470000000488","Discover","0917","1346",
"10310","Anna Johnson        ","4224 New Creek Road",,,"Beverly","MA","US","01915","0000","Anna.F.Johnson@mailinator.com","217-661-9021",0.00,"NE172 ","IT","YXNRAA69H69I431R","4111680000000593","VISA","1215","6289",
"10311","Rosemary Herbert    ","3591 Nutters Barn Lane",,,"Beverly Hills","CA","US","90210","0000","Rosemary.J.Herbert@pookmail.com","814-393-3387",90.30,"SC388 ","U.S.","022868377","370000015109723","American Express","1017","7695",
"10312","William Tennant     ","2780 Stoney Lane",,,"Bexley","NSW","AU","2207","0000","William.L.Tennant@mailinator.com","(03) 8655 6717",2550.00,"SW346 ","IT","VRGJKJ65A47L187K","6011310000000494","Discover","0310","1128",
"10313","William Arriola     ","2945 Oak Way",,,"Bezons",,"FR","95870","0000","William.S.Arriola@pookmail.com","01.11.17.55.54",298.83,"SC127 ","IT","AEOUEE04L54G410L","4111420000000602","VISA","0310","1135",
"10314","Nancy Henry         ","4748 Hoffman Avenue",,,"BIALLAID",,"UK","PH20 8UA","0000","Nancy.J.Henry@spambob.com","070 8816 0202",2550.00,"RP319 ","UK","TP189196C","370000050621095","American Express","0616","3958",
"10315","Judy Larkin         ","2659 Werninger Street",,,"Biancade","TV","IT","31056","0000","Judy.B.Larkin@pookmail.com","0344 8952963",352.00,"NW247 ","FR","115091709478251","30000003880576","Diners Club","1216","1219",
"10316","Yolanda Haynie      ","1086 Willow Greene Drive",,,"Biancavilla","CT","IT","95033","0000","Yolanda.J.Haynie@mailinator.com","0386 9296878",5000.90,"NE304 ","FR","190037733619218","6011630000000503","Discover","1210","3354",
"10317","Joe Horsley         ","4435 Garfield Road",,,"Bianconese","PR","IT","43010","0000","Joe.B.Horsley@spambob.com","0378 5276291",3780.51,"NE370 ","IT","GKVSUI59H60C619G","370000061371367","American Express","0216","8031",
"10318","John Benavidez      ","1964 Rardin Drive",,,"Biarritz",,"FR","64200","0000","John.D.Benavidez@mailinator.com","01.24.06.10.10",152.00,"NW118 ","FR","163127752209180","370000043580614","American Express","0814","3354",
"10319","Judy Hopping        ","2805 Davis Avenue",,,"Biarritz",,"FR","64200","0000","Judy.G.Hopping@pookmail.com","01.83.63.72.29",5320.86,"NW313 ","FR","702090129914956","5500330000000104","Master Card","0617","2405",
"10320","Milton Guess        ","4226 Burwell Heights Road",,,"Bibbenluke","NSW","AU","2632","0000","Milton.R.Guess@pookmail.com","(03) 9593 1705",0.00,"SW214 ","ES","5921365S","3088660000000588","JCB","0712","9066",
"10321","Harry Benjamin      ","2936 Clark Street",,,"Bibbona","LI","IT","57020","0000","Harry.E.Benjamin@pookmail.com","0341 0829051",863.90,"NW313 ","IT","CIENMX27R54C836T","6011310000000510","Discover","0612","4873",
"10322","Bruce Simmons       ","558 Cooks Mine Road",,,"Bibbona","LI","IT","57020","0000","Bruce.R.Simmons@spambob.com","0368 0418963",492.00,"NC295 ","IT","WUUKFA53D63L182L","370000021003126","American Express","0810","2133",
"10323","Joseph Rogers       ","2027 Harley Brook Lane",,,"Biebrich",,"DE","56370","0000","Joseph.S.Rogers@mailinator.com","0201 25 24 10",298.83,"RP385 ","ES","7500577R","30000005999853","Diners Club","0115","5678",
"10324","Shirley Mccormick   ","1214 Irish Lane",,,"Big Canyon","TX","US","79848","0000","Shirley.W.Mccormick@trashymail.com","770-364-1002",9095.04,"NC361 ","ES","4302408M","3088640000000598","JCB","0509","7643",
"10325","Robert Palacios     ","1422 Happy Hollow Road",,,"Bigga","NSW","AU","2583","0000","Robert.B.Palacios@pookmail.com","(03) 5353 1616",1820.08,"NC169 ","CA","088583091","3088810000000605","JCB","0611","1316",
"10326","Joseph Smith        ","2150 Barfield Lane",,,"BILLINGHAM",,"UK","TS23 1OD","0000","Joseph.H.Smith@pookmail.com","070 6084 5212",1782.03,"NE175 ","IT","MUOUUU01P66I411T","6011530000000521","Discover","0113","5091",
"10327","James Sales         ","3904 Capitol Avenue",,,"Billings","MT","US","59102","0000","James.K.Sales@trashymail.com","864-527-3838",492.00,"NC232 ","FR","250113221247317","4111190000000627","VISA","0311","2005",
"10328","Rebecca Chrisman    ","1775 Elk City Road",,,"Biloxi","MS","US","39531","0000","Rebecca.D.Chrisman@dodgeit.com","716-934-4296",6000.28,"WE151 ","UK","JA324599","30000001760945","Diners Club","1111","7608",
"10329","Arthur Daigle       ","4056 Bird Spring Lane",,,"Biloxi","MS","US","39531","0000","Arthur.P.Daigle@dodgeit.com","520-690-6048",18735.70,"NW115 ","FR","233043157313768","370000006079224","American Express","1017","6307",
"10330","Mary Barrett        ","1360 Timber Ridge Road",,,"Binghamton","NY","US","13901","0000","Mary.R.Barrett@mailinator.com","850-299-8233",0.00,"SE337 ","IT","GDEMHM35M16E852R","6011840000000532","Discover","0213","3168",
"10331","Charles Pickett     ","928 Adonais Way",,,"Birch Creek","AK","US","99740","0000","Charles.F.Pickett@spambob.com","402-856-9229",18735.70,"SE133 ","ES","4900352H","6011200000000547","Discover","0716","9671",
"10332","Jessica Clement     ","4161 Winifred Way",,,"Bircolovo","NU","IT","08020","0000","Jessica.B.Clement@mailinator.com","0365 7189452",5231.00,"SE397 ","IT","LTOMHR83T43A567H","4111690000000634","VISA","0911","7016",
"10525","Lydia Werner        ","3091 Ryan Road",,,"Cambridge","MA","US","02141","0000","Lydia.F.Werner@mailinator.com","310-451-7246",352.00,"SW340 ","ES","2761612W","4111260000000644","VISA","0117","4773",
"10333","Charles Jakes       ","2812 Hedge Street",,,"Birganbigil","NSW","AU","2710","0000","Charles.E.Jakes@trashymail.com","(03) 5343 2307",486.00,"WE418 ","UK","TP890358C","370000071312328","American Express","0517","3088",
"10334","Joshua Hepburn      ","4352 Snider Street",,,"Birkenhead","SA","AU","5015","0000","Joshua.S.Hepburn@pookmail.com","(07) 5305 5109",52.00,"NC427 ","FR","195056919249066","4111100000000659","VISA","0815","2676",
"10335","Margaret Shelton    ","1034 Briarwood Drive",,,"Birmingham","AL","US","35222","0000","Margaret.T.Shelton@pookmail.com","860-435-8672",853.30,"WE283 ","CA","944146232","6011710000000552","Discover","0708","7544",
"10337","Julie Thomas        ","3926 Scenicview Drive",,,"Birmingham","MI","US","48011","0000","Julie.S.Thomas@dodgeit.com","262-245-8390",2550.00,"SC130 ","ES","X9436050R","30000000175962","Diners Club","1014","7655",
"10273","Gary Bell           ","3565 Tenmile",,,"Bellerose","NY","US","11426","0000","Gary.M.Bell@trashymail.com","917-576-8372",904.86,"SW214 ","CA","774208698","4111340000000503","VISA","1011","3336",
"10339","Rebecca Uresti      ","4333 Morningview Lane",,,"Birmingham","AL","US","35203","0000","Rebecca.C.Uresti@trashymail.com","903-497-8623",1782.03,"RP121 ","UK","YR565337D","4111110045208670","VISA","1112","9318",
"10340","Christopher Baker   ","838 Jacobs Street",,,"Birtinya","QLD","AU","4575","0000","Christopher.J.Baker@pookmail.com","(07) 4598 8464",568.30,"SW277 ","FR","846018027810051","6011650000000568","Discover","1015","916",
"10341","Alona Schill        ","765 Johnny Lane",,,"Bistrigna","GO","IT","34079","0000","Alona.S.Schill@trashymail.com","0322 3829834",6000.28,"SE400 ","FR","823011818037090","3088430000000610","JCB","0808","6171",
"10343","Emma Perez          ","1199 Lightning Point Drive",,,"Black Hawk","SD","US","57718","0000","Emma.V.Perez@spambob.com","612-990-4487",6000.28,"SE268 ","FR","159129005270525","370000040893606","American Express","0714","5568",
"10344","Lisa Brown          ","2608 Summit Park Avenue",,,"Black Lake","SK","CA","S0J 0H0","0000","Lisa.J.Brown@spambob.com","819-818-8237",6000.28,"SC130 ","IT","DTOVLY79S16C070V","4111100000000667","VISA","0812","6684",
"10345","Joshua Rolon        ","2228 Kyle Street",,,"Blackwood","NJ","US","08012","0000","Joshua.J.Rolon@spambob.com","405-307-2210",18735.70,"WE286 ","FR","799090907729549","3088860000000634","JCB","0109","2517",
"10346","Norman Kinney       ","2143 Jarvisville Road",,,"Blaine","MN","US","55414","0000","Norman.E.Kinney@dodgeit.com","213-389-3659",298.83,"SE208 ","U.S.","251990001","3088450000000642","JCB","1208","5622",
"10347","Reynaldo Myers      ","3923 Black Stallion Road",,,"Blaxland East","NSW","AU","2774","0000","Reynaldo.J.Myers@pookmail.com","(02) 6753 9404",492.00,"SW346 ","FR","814114606359222","370000036597898","American Express","0213","9101",
"10348","Ryan Culpepper      ","1203 Rosewood Court",,,"Blooming Grove","NY","US","10914","0000","Ryan.M.Culpepper@spambob.com","225-356-8255",486.00,"NC298 ","FR","133092B05701097","3088540000000657","JCB","0911","3910",
"10349","Jimmie Mcreynolds   ","4218 Marcus Street",,,"Bloomington","IN","US","47408","0000","Jimmie.S.Mcreynolds@trashymail.com","434-760-2947",5231.00,"NC364 ","U.S.","022868244","370000018397325","American Express","0110","3554",
