CUST_ID,CUSTNAME,ADDRESS1,ADDRESS2,LOCALITY,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,EMAIL_ADDRESS,PHONE_NUMBER,YTD_SALES,SALESREP_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,CREDITCARD_TYPE,CREDITCARD_EXP,CREDITCARD_CVV,DRIVER_LICENSE
10136,Rose Hayden         ,815 Parrill Court,,,Arlington,TN,US,38002,0,Rose.C.Hayden@trashymail.com,256-309-1415,6000.28,SE337 ,IT,QMJRCC78D17B839B,3E+13,Diners Club,310,5139,
10137,Tyrone Wright       ,4201 Driftwood Road,,,Arlington,VA,US,22201,0,Tyrone.A.Wright@pookmail.com,256-545-9651,18735.7,WE223 ,UK,ZK462765,4.11123E+15,VISA,715,6703,
10138,Justin Kay          ,4770 Agriculture Lane,,,Arlington,VA,US,22202,0,Justin.L.Kay@mailinator.com,650-354-2138,3780.51,NE367 ,FR,1.99011E+14,6.01145E+15,Discover,412,6565,
10139,Donna Klock         ,3107 Byers Lane,,,Arlington,NE,US,68002,0,Donna.K.Klock@spambob.com,319-482-8591,120,SC127 ,U.S.,492230001,4.1115E+15,VISA,808,2601,
10140,Ruth Riddle         ,111 Elkview Drive,,,Armentis,,FR,59280,0,Ruth.B.Riddle@mailinator.com,05.06.98.20.26,904.86,SE397 ,IT,BEIFJT77A22I152O,3E+13,Diners Club,114,8827,
10141,Shaquana Kramer     ,4390 Freed Drive,,,Arnaudville,LA,US,70512,0,Shaquana.J.Kramer@spambob.com,859-967-6531,853.3,NW379 ,CA,951465350,3.7E+14,American Express,817,152,
10142,Kenneth Romo        ,2251 Quincy Street,,,Arpaia,BN,IT,82011,0,Kenneth.C.Romo@trashymail.com,0338 7676137,486,NW313 ,IT,KKCVAA62D02H091H,4.11196E+15,VISA,813,6684,
10358,John Delacruz       ,4291 Oakmound Drive,,,Boario Terme,BS,IT,25041,0,John.T.Delacruz@mailinator.com,0322 8760457,1820.08,NC427 ,ES,X3462299V,3.08816E+15,JCB,715,2370,
10143,Theresa Wardell     ,1537 Brooke Street,,,Arqua Polesine,RO,IT,45031,0,Theresa.W.Wardell@dodgeit.com,0396 4887596,486,SE403 ,U.S.,22868371,3E+13,Diners Club,509,7353,
10144,Alan Robinson       ,3043 Whitman Court,,,Arrowsmith East,WA,AU,6519,0,Alan.A.Robinson@trashymail.com,(03) 5341 2171,90.3,SC259 ,FR,1.11077E+14,3E+13,Diners Club,114,3964,
10145,Gregg Biddle        ,217 Clearview Drive,,,Artana,,ES,12527,0,Gregg.M.Biddle@pookmail.com,91-417-6769,0,SC328 ,UK,ZM206829C,6.01105E+15,Discover,914,6695,
10146,Brandy Storer       ,4040 Fairfield Road,,,Arucas,,ES,35400,0,Brandy.I.Storer@spambob.com,91-271-2723,904.86,NC361 ,UK,NS966726,4.11157E+15,VISA,1008,3893,
10147,Donald Velazquez    ,224 Gandy Street,,,Aschersleben,,DE,6431,0,Donald.H.Velazquez@pookmail.com,08321 88 88 19,9095.04,WE154 ,IT,NPPGZI62A63B394C,3.08815E+15,JCB,1008,6854,
10148,Gertrude Button     ,976 Melrose Street,,,Aschersleben,,DE,6432,0,Gertrude.H.Button@spambob.com,038752 26 44,863.9,SW343 ,FR,1.16044E+14,4.11139E+15,VISA,116,662,
10149,Tammy Jones         ,1803 Hillhaven Drive,,,Ashburnham,MA,US,1430,0,Tammy.J.Jones@spambob.com,970-354-3518,152,NW115 ,IT,UOEBWA42B56L949U,3E+13,Diners Club,1208,1961,
10150,Russell Lawlor      ,3164 Clay Lick Road,,,Ashby Island,NSW,AU,2463,0,Russell.E.Lawlor@dodgeit.com,(03) 5390 4687,354,NW112 ,IT,FUUMOI42M26H221K,3E+13,Diners Club,517,6108,
10151,Harry Brumback      ,45 Graystone Lakes,,,Asheboro,NC,US,27203,0,Harry.L.Brumback@dodgeit.com,773-577-9355,352,SW406 ,FR,7.83101E+14,6.01183E+15,Discover,515,7694,
10152,Eric King           ,3804 Traction Street,,,Asheboro,NC,US,27203,0,Eric.D.King@mailinator.com,304-365-0929,0,NC358 ,U.S.,23880001,3.08827E+15,JCB,1210,6267,
10153,Daniel Parker       ,375 Jones Street,,,Asheboro,NC,US,27203,0,Daniel.V.Parker@mailinator.com,940-220-8480,180.3,SE208 ,UK,YT546184,3E+13,Diners Club,1209,1541,
10154,Bobbie Strawn       ,3541 McDowell Street,,,Asheville,NC,US,28803,0,Bobbie.D.Strawn@dodgeit.com,559-367-6361,486,SE271 ,IT,KYHIEA54P64Z232D,3.7E+14,American Express,612,4634,
10155,Harold Magee        ,565 Cinnamon Lane,,,Ashland,VA,US,23005,0,Harold.A.Magee@mailinator.com,503-308-1831,304,NW310 ,UK,YS731666A,3.7E+14,American Express,116,6302,
10156,Johnathan Billy     ,1254 Coventry Court,,,ASHURST,,UK,SO40 7LP,0,Johnathan.A.Billy@dodgeit.com,079 6280 7344,6000.28,NW244 ,U.S.,159840001,3E+13,Diners Club,1016,456,
10157,Kris Bargas         ,4431 Michigan Avenue,,,Asinara Lazzaretto,SS,IT,7040,0,Kris.C.Bargas@pookmail.com,0314 6753635,505,WE220 ,FR,8.79095E+14,3.7E+14,American Express,313,5078,
10158,Stephanie Clanton   ,4805 Roosevelt Road,,,Aspio Terme,AN,IT,60021,0,Stephanie.B.Clanton@trashymail.com,0343 5562486,0,NW313 ,IT,WOXXWW22R64E217D,3E+13,Diners Club,911,8353,
10159,Melba Whitehead     ,4985 Barnes Avenue,,,Asquith,NSW,AU,2077,0,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,2550,RP121 ,ES,0568157B,3.7E+14,American Express,913,4284,
10160,Carol Johnson       ,628 Freed Drive,,,Asteasu,,ES,20159,0,Carol.R.Johnson@spambob.com,91-345-2188,486,SE265 ,CA,502590987,3.0885E+15,JCB,317,7588,
10161,Peggy Moran         ,2486 Wood Duck Drive,,,Athens,ME,US,4912,0,Peggy.D.Moran@mailinator.com,608-250-4804,354,SE265 ,U.S.,21880001,5.50027E+15,Master Card,310,5078,
10163,Ivan Case           ,2540 School Street,,,Athens,TX,US,75751,0,Ivan.J.Case@dodgeit.com,512-391-4111,6000.28,SC130 ,U.S.,23868154,3E+13,Diners Club,212,8896,
10164,Jamar Bellantoni    ,1571 Dale Avenue,,,Atitjere,NT,AU,872,0,Jamar.M.Bellantoni@mailinator.com,(02) 6725 6143,863.9,SW409 ,U.S.,23867809,3E+13,Diners Club,515,9927,
10165,Melba Rhodes        ,1971 Stoneybrook Road,,,Atlanta,GA,US,30303,0,Melba.D.Rhodes@trashymail.com,503-637-8821,18735.7,NC427 ,U.S.,147170001,3E+13,Diners Club,1113,4333,
10166,Kathleen Nowakowski ,296 Meadow Lane,,,Atlanta,GA,US,30305,0,Kathleen.J.Nowakowski@trashymail.com,803-875-0993,9095.04,NC298 ,IT,AIXOAA81R24B409P,4.11145E+15,VISA,215,8925,
10167,Bob Davenport       ,488 Lonely Oak Drive,,,Atlanta,GA,US,30345,0,Bob.N.Davenport@pookmail.com,512-912-9995,492,NE103 ,FR,1.28102E+14,6.01159E+15,Discover,711,3061,
10168,Robert Leon         ,4228 Hawks Nest Lane,,,Atlanta,GA,US,30303,0,Robert.D.Leon@dodgeit.com,215-389-0435,486,SW217 ,CA,226825586,6.011E+15,Discover,1109,6302,
10169,David Uchida        ,1824 Bombardier Way,,,Atlanta,GA,US,30303,0,David.T.Uchida@trashymail.com,763-783-6376,486,NC424 ,IT,AXXSAX96C47Z214C,5.50016E+15,Master Card,1214,8064,
10170,James Mejias        ,2720 Wright Court,,,Atlanta,GA,US,30303,0,James.T.Mejias@dodgeit.com,603-424-8684,853.3,RP190 ,IT,IUAMAX34R05E234Z,4.11111E+15,VISA,909,1768,
10171,Jennifer Howard     ,3339 Twin Willow Lane,,,Atlanta,GA,US,30329,0,Jennifer.M.Howard@spambob.com,559-927-9392,120,SC199 ,IT,SQOOUI42T60G511Z,6.0115E+15,Discover,313,1768,
10172,Nolan Gilson        ,4920 Jennifer Lane,,,Atlanta,GA,US,30303,0,Nolan.M.Gilson@dodgeit.com,816-818-2605,673,RP385 ,ES,2978716D,4.11171E+15,VISA,315,4442,
10173,James Lewis         ,4698 Oakmound Road,,,Atlanta,GA,US,30303,0,James.D.Lewis@trashymail.com,317-885-5652,5320.86,NW181 ,U.S.,530990001,3.7E+14,American Express,412,2885,
10174,Dorothy Butts       ,1814 Big Indian,,,Atlanta,GA,US,30329,0,Dorothy.R.Butts@mailinator.com,601-348-1985,9095.04,NW382 ,IT,ZVDAXX22T27I360F,3.7E+14,American Express,909,9926,
13136,義輝              ,佐渡山,９丁目,,燕市,新潟県,JP,9590202,0,yoshiteru-9-miyamae@hotmail.co.jp,0241-42-5533,0,NE175 ,CA,695960401,4.11173E+15,VISA,712,8827,
10176,Christine Harris    ,736 Thomas Street,,,Atlanta,GA,US,30303,0,Christine.F.Harris@spambob.com,260-710-7061,90.3,SW148 ,U.S.,12900003,3.7E+14,American Express,712,5296,
10177,Dawn Dipietro       ,4910 Maple Court,,,Atlanta,GA,US,30303,0,Dawn.W.Dipietro@spambob.com,551-482-1035,0,RP385 ,ES,2064701Z,3.7E+14,American Express,112,561,
10178,Mark Lawson         ,1185 Star Route,,,Atlanta,GA,US,30303,0,Mark.C.Lawson@dodgeit.com,573-306-2011,2550,RP253 ,CA,263956336,3.7E+14,American Express,1109,5629,
10179,Jana Hall           ,2050 Randolph Street,,,Atlantic City,NJ,US,8401,0,Jana.R.Hall@mailinator.com,410-971-3586,304,NC361 ,ES,X4152416L,3.7E+14,American Express,1015,3270,
10180,Matthew Hayes       ,1065 Bungalow Road,,,Atlantic City,NJ,US,8401,0,Matthew.V.Hayes@spambob.com,212-848-2673,290.48,NC160 ,ES,8789084W,3.7E+14,American Express,1112,24,
10181,Terry Corpus        ,2509 College View,,,Atrani,SA,IT,84010,0,Terry.L.Corpus@mailinator.com,0344 9462326,673,SW148 ,IT,PAEBAX69D14Z324R,4.11115E+15,VISA,817,688,
10182,Domingo Kistler     ,4030 George Avenue,,,Atxondo,,ES,48292,0,Domingo.L.Kistler@trashymail.com,91-102-6569,354,RP121 ,ES,8003890M,5.50066E+15,Master Card,808,3846,
10183,Arlene Cruz         ,4858 Bottom Lane,,,Auburn,WA,US,98002,0,Arlene.M.Cruz@mailinator.com,817-905-6598,352,SW211 ,IT,CQQVJC41M50H989G,3.08874E+15,JCB,1010,8764,
10184,Dean Damm           ,40 Hornor Avenue,,,Auch,,FR,32000,0,Dean.F.Damm@pookmail.com,05.27.39.46.69,0,NW313 ,FR,2.85076E+14,3.7E+14,American Express,512,5620,
10185,Gregory Valenza     ,4709 Sheila Lane,,,AUCHLEVEN,,UK,AB52 5JO,0,Gregory.E.Valenza@mailinator.com,078 0937 6317,180.3,NE370 ,CA,406100800,3.7E+14,American Express,1111,662,
10186,Susan Hester        ,2650 Hall Street,,,Augusta,GA,US,30901,0,Susan.N.Hester@mailinator.com,256-885-8897,505,NC232 ,CA,429663255,4.11137E+15,VISA,408,110,
10359,James Armstrong     ,4544 Hidden Valley Road,,,Bobigny,,FR,93000,0,James.V.Armstrong@pookmail.com,05.78.34.01.73,3780.51,SC262 ,UK,MA467934D,4.11192E+15,VISA,1217,9508,
10187,Mildred Carey       ,3362 Post Avenue,,,Aulnay-sous-bois,,FR,93600,0,Mildred.M.Carey@mailinator.com,03.43.65.57.75,5869.4,NE373 ,ES,5876860S,3.7E+14,American Express,617,6812,
10188,Lynette Felix       ,1555 Lee Avenue,,,Aurora,CO,US,80015,0,Lynette.G.Felix@spambob.com,713-238-1039,6101,WE355 ,IT,CWZZTE13H44F360P,3E+13,Diners Club,614,4662,
10189,Bret Ferguson       ,567 Emeral Dreams Drive,,,Aurora,IL,US,60506,0,Bret.J.Ferguson@spambob.com,443-278-3268,180.3,SC391 ,ES,3997605K,3.7E+14,American Express,314,6026,
10190,Harrison Paine      ,4897 Wilmar Farm Road,,,Austell,GA,US,30001,0,Harrison.K.Paine@spambob.com,909-987-3961,0,SW142 ,CA,537987729,6.01155E+15,Discover,1016,6110,
10191,Jamie Stewart       ,1857 McDonald Avenue,,,Austin,TX,US,78749,0,Jamie.D.Stewart@trashymail.com,386-451-9060,298.83,SE400 ,IT,TRDWTZ78P25A418P,6.0118E+15,Discover,913,5423,
10192,John Hollingshead   ,1871 Matthews Street,,,Austin,TX,US,78749,0,John.J.Hollingshead@pookmail.com,516-656-7652,2550,NW112 ,IT,RAAJUU77H65I874B,3.7E+14,American Express,410,4236,
10194,Gary Libby          ,4625 Norman Street,,,Austin,TX,US,78748,0,Gary.D.Libby@trashymail.com,210-452-9446,3780.51,WE220 ,U.S.,514250001,3E+13,Diners Club,1017,4955,
10195,Yasmin Cole         ,2756 Johnson Street,,,Austin,TX,US,78664,0,Yasmin.D.Cole@pookmail.com,703-633-1911,152,NC424 ,ES,1062903G,4.11103E+15,VISA,1108,7426,
10196,Kevin Copeland      ,4799 Poplar Street,,,Austin,TX,US,78744,0,Kevin.K.Copeland@trashymail.com,443-659-0961,0,NE178 ,U.S.,226990001,4.1116E+15,VISA,610,102,
10197,Dessie Thomas       ,4117 Todds Lane,,,Austin,TX,US,78749,0,Dessie.J.Thomas@trashymail.com,605-280-7239,5320.86,NE235 ,IT,KSDZAA33P23I642D,5.50008E+15,Master Card,413,3820,
10198,Kevin Williamson    ,614 Emily Drive,,,AUTHORPE,,UK,LN11 9AM,0,Kevin.J.Williamson@pookmail.com,070 3563 7529,0,SW277 ,CA,7298755,3.7E+14,American Express,1208,547,
10200,Paul Ringo          ,1098 Jail Drive,,,Avellino,AV,IT,83100,0,Paul.M.Ringo@pookmail.com,0345 9983647,298.83,RP319 ,UK,BA012376B,6.01185E+15,Discover,1108,9549,
10201,Lee Dinges          ,60 Badger Pond Lane,,,Avellino,AV,IT,83100,0,Lee.C.Dinges@trashymail.com,0387 9116871,152,SE400 ,UK,MW932159B,3.08857E+15,JCB,909,5570,
10135,Natalie White       ,3233 Rivendell Drive,,,Arlington,TX,US,76011,0,Natalie.D.White@dodgeit.com,916-866-4992,492,SE397 ,ES,4674010L,4.11176E+15,VISA,1209,5004,
10203,Jodi Bugg           ,1177 Petunia Way,,,Avio,TN,IT,38063,0,Jodi.S.Bugg@spambob.com,0396 3484999,904.86,NC100 ,FR,2.53058E+14,3.7E+14,American Express,208,2830,
10204,Ronald Hale         ,3860 Calico Drive,,,Azzano San Paolo,BG,IT,24052,0,Ronald.K.Hale@mailinator.com,0354 9879912,3780.51,WE223 ,U.S.,578430002,4.11133E+15,VISA,214,5620,
10205,Tony Smith          ,3351 Thomas Street,,,Biers,,FR,34500,0,Tony.S.Smith@dodgeit.com,05.36.09.61.22,5000.9,SW346 ,ES,2048564T,6.0113E+15,Discover,1211,561,
10207,Henry Williams      ,303 School Street,,,Back Plains,QLD,AU,4361,0,Henry.C.Williams@spambob.com,(03) 5390 3807,5231,SW346 ,UK,TS214786A,3.7E+14,American Express,509,5752,
10208,Leroy Boynton       ,3357 Mahlon Street,,,Bad Reichenhall,,DE,83424,0,Leroy.S.Boynton@pookmail.com,09402 70 09 88,6000.28,SC259 ,IT,WEUTWK32T09F486S,3.08818E+15,JCB,112,7442,
10364,Kathy Barnett       ,2622 Spring Street,,,Boise,ID,US,83702,0,Kathy.A.Barnett@pookmail.com,720-622-1961,0,NC424 ,IT,UUUAUX39M46B525R,3.7E+14,American Express,610,2931,
10209,Steven Oneil        ,2116 James Martin Circle,,,Bad Salzuflen Werl-aspe,,DE,32108,0,Steven.C.Oneil@dodgeit.com,040 95 45 42,6000.28,SW412 ,FR,1.09048E+14,3E+13,Diners Club,608,5142,
10210,Brittany Almeida    ,3605 Finwood Road,,,Bad Schandau,,DE,1814,0,Brittany.S.Almeida@dodgeit.com,05954 17 15 47,18735.7,SC127 ,FR,7.3008E+14,3.08829E+15,JCB,508,5693,
10211,Allen Rice          ,491 Browning Lane,,,Badia Di Cava De Tirreni,SA,IT,84010,0,Allen.L.Rice@pookmail.com,0310 4718739,6101,WE223 ,UK,YH860602C,4.11192E+15,VISA,1117,5296,
10212,James Tincher       ,2916 Keyser Ridge Road,,,Bagdad,TAS,AU,7030,0,James.J.Tincher@trashymail.com,(08) 8788 7578,492,SE136 ,CA,682336201,3.08871E+15,JCB,417,5397,
10213,Sammy Morris        ,4715 Sampson Street,,,Bagley,WI,US,53801,0,Sammy.F.Morris@spambob.com,641-384-8061,486,WE151 ,U.S.,23867908,5.5E+15,Master Card,115,3816,
10215,Bradford Claassen   ,2895 Jennifer Lane,,,Bagnasco,CN,IT,12071,0,Bradford.H.Claassen@mailinator.com,0378 3425616,853.3,SE268 ,FR,7.96039E+14,3.08835E+15,JCB,816,9395,
10216,Trisha Bates        ,3177 George Avenue,,,Bagneux,,FR,92220,0,Trisha.J.Bates@spambob.com,02.02.15.59.43,120,NE367 ,FR,2.27068E+14,3.08895E+15,JCB,1013,7904,
10217,Marta Brannan       ,2641 Coffman Alley,,,Bahgallah,VIC,AU,3312,0,Marta.J.Brannan@mailinator.com,(02) 6191 4012,673,NW247 ,IT,KJPBIA00D11B240C,6.01164E+15,Discover,711,9587,
10218,Joshua Wang         ,163 Burton Avenue,,,Bahrs Scrub,QLD,AU,4207,0,Joshua.J.Wang@mailinator.com,(02) 6706 5697,863.9,SE403 ,CA,375955960,6.01133E+15,Discover,412,2676,
10219,Elizabeth Turner    ,4107 Limer Street,,,Baia Del Re,PC,IT,29100,0,Elizabeth.J.Turner@trashymail.com,0356 9028368,9095.04,NE172 ,ES,6111899V,3.7E+14,American Express,112,1179,
10220,Stephen Demar       ,4202 Airplane Avenue,,,Bakers Creek,QLD,AU,4740,0,Stephen.J.Demar@pookmail.com,(02) 9861 6768,904.86,NW112 ,CA,274045400,3E+13,Diners Club,909,6634,
10221,Rebekah Huerta      ,1298 Freshour Circle,,,Bakersfield,CA,US,93301,0,Rebekah.M.Huerta@spambob.com,360-691-4020,90.3,SW346 ,ES,0203110C,3.08887E+15,JCB,708,1346,
10222,Nancy Boland        ,3246 Jody Road,,,Bakersfield,CA,US,93301,0,Nancy.J.Boland@trashymail.com,631-675-7863,0,NW244 ,CA,957271141,3E+13,Diners Club,511,1219,
10223,Dwight Armenta      ,1043 Lynn Avenue,,,Bakersfield,CA,US,93307,0,Dwight.L.Armenta@dodgeit.com,512-885-6258,5000.9,WE349 ,CA,321140626,3E+13,Diners Club,1212,859,
10444,Karen King          ,737 Allison Avenue,,,Briosco,MI,IT,20040,0,Karen.R.King@dodgeit.com,0368 0046800,5000.9,WE223 ,CA,515582310,6.01147E+15,Discover,209,5622,
10224,Esther Bender       ,4667 Morningview Lane,,,BALCURVIE,,UK,KY8 5OP,0,Esther.R.Bender@spambob.com,079 7495 7198,304,NE301 ,FR,1.33043E+14,3E+13,Diners Club,917,3552,
10225,Apryl Henry         ,179 Berkshire Circle,,,Baldaria,VR,IT,37044,0,Apryl.P.Henry@trashymail.com,0324 3929139,5320.86,SE136 ,IT,TDTAAE98E08I294U,4.1113E+15,VISA,111,6730,
10226,Evelin Mitchell     ,66 Ben Street,,,BALLAMODHA,,UK,IM9 4SI,0,Evelin.R.Mitchell@pookmail.com,078 3628 7584,52,SE403 ,IT,UEUGFU80D45C573R,3E+13,Diners Club,1108,6703,
10227,Michael Pritchard   ,1117 Yorkshire Circle,,,Balliang,VIC,AU,3340,0,Michael.M.Pritchard@trashymail.com,(08) 9072 2460,354,SW412 ,CA,329443600,3E+13,Diners Club,317,35,
10228,Diana Beaudry       ,307 Single Street,,,Balranald,NSW,AU,2715,0,Diana.W.Beaudry@trashymail.com,(02) 6783 0440,352,SE271 ,CA,281697458,3.7E+14,American Express,1115,8650,
10230,Stephen Kendall     ,357 Burnside Avenue,,,Baltimore,MD,US,21201,0,Stephen.K.Kendall@spambob.com,240-417-7337,180.3,NE367 ,IT,GHHJZR20L63E273D,3.08848E+15,JCB,1017,7045,
10231,Elizabeth Martinez  ,947 Rainbow Road,,,Baltimore,MD,US,21202,0,Elizabeth.B.Martinez@mailinator.com,314-268-8613,505,NW118 ,IT,UAAUXX18L25A259N,3E+13,Diners Club,214,110,
10232,Hazel Reed          ,798 Musgrave Street,,,Baltimore,MD,US,21202,0,Hazel.J.Reed@pookmail.com,914-787-3637,5869.4,NC169 ,IT,SYANSW51S08F710X,3.08878E+15,JCB,1108,2172,
10233,Albert Jackson      ,2734 Sycamore Circle,,,Baltimore,MD,US,21202,0,Albert.R.Jackson@pookmail.com,562-587-7490,6101,NE175 ,UK,KE030697B,3.7E+14,American Express,414,6198,
10234,Michael Franks      ,1682 Cardinal Lane,,,Baltimore,MD,US,21202,0,Michael.Y.Franks@trashymail.com,949-454-9536,290.48,NW316 ,UK,BM334375A,3.7E+14,American Express,115,4715,
10235,Mary Bates          ,1646 Tenmile,,,Baltimore,MD,US,21201,0,Mary.T.Bates@pookmail.com,503-337-6080,6000.28,NW181 ,ES,2167155A,3E+13,Diners Club,515,582,
10236,Nicole Thompson     ,1803 Crestview Manor,,,Baltimore,MD,US,21201,0,Nicole.F.Thompson@dodgeit.com,973-719-8383,568.3,NE307 ,FR,7.92041E+14,4.11128E+15,VISA,410,2262,
10237,Jeffrey Baca        ,1824 George Avenue,,,Baltimore,MD,US,21201,0,Jeffrey.B.Baca@dodgeit.com,404-636-7915,3780.51,WE283 ,U.S.,22868248,3.088E+15,JCB,415,7932,
10238,Mary Taylor         ,3168 Willow Oaks Lane,,,BANKHEAD,,UK,AB2 4HC,0,Mary.S.Taylor@dodgeit.com,078 0550 7399,152,RP190 ,U.S.,47080001,3.08824E+15,JCB,911,5538,
10239,Mandy Fernandez     ,4103 Wilmar Farm Road,,,Banora Point,NSW,AU,2486,0,Mandy.M.Fernandez@pookmail.com,(03) 5361 9459,5320.86,WE355 ,ES,2359270E,5.50053E+15,Master Card,1108,4723,
10240,Homer Olson         ,1619 Perine Street,,,Barbera del Valles,,ES,8210,0,Homer.G.Olson@trashymail.com,91-102-6562,5320.86,WE286 ,IT,EXXWWX60B60G183L,3.08824E+15,JCB,317,5565,
10242,Reginald Fields     ,1091 Benson Street,,,Barney View,QLD,AU,4287,0,Reginald.J.Fields@dodgeit.com,(02) 9553 3785,904.86,SC391 ,ES,5916540C,3E+13,Diners Club,611,1129,
10243,Megan Mauro         ,701 Clarksburg Park Road,,,Barnwell,SC,US,29812,0,Megan.R.Mauro@pookmail.com,631-732-3842,1820.08,WE220 ,CA,391138112,4.11117E+15,VISA,1013,2946,
10244,Michael Lombardo    ,1938 Caynor Circle,,,Barrie,ON,CA,L4M 4S8,0,Michael.C.Lombardo@trashymail.com,709-253-0949,5000.9,NW316 ,FR,2.6812E+14,6.01193E+15,Discover,1210,5613,
10245,Kevin Stubblefield  ,1478 Jerome Avenue,,,Barritteri,RC,IT,89010,0,Kevin.C.Stubblefield@dodgeit.com,0392 3979476,352,WE349 ,UK,HX805025C,6.01131E+15,Discover,311,5857,
10246,Kim Morgan          ,3752 Pleasant Hill Road,,,Barry's Bay,ON,CA,K0J 1B0,0,Kim.B.Morgan@mailinator.com,250-971-0858,904.86,NC232 ,FR,2.24105E+14,3.7E+14,American Express,908,4074,
10247,John Riley          ,4904 Hamilton Drive,,,Barsbittel,,DE,22885,0,John.S.Riley@spambob.com,04329 69 96 01,152,SE271 ,U.S.,441590001,6.011E+15,Discover,712,8614,
10248,John Moore          ,1012 Caldwell Road,,,BARSBY,,UK,LE7 8LP,0,John.J.Moore@spambob.com,078 8145 2711,5320.86,SW145 ,FR,277022A27281728,3.08871E+15,JCB,109,1961,
10249,Joseph Lee          ,3105 Bungalow Road,,,Barwite,VIC,AU,3722,0,Joseph.J.Lee@dodgeit.com,(02) 6700 9080,486,NC298 ,ES,1110248S,6.01173E+15,Discover,210,6289,
10250,Mary Carrillo       ,1531 Commerce Boulevard,,,Basiliano,UD,IT,33031,0,Mary.C.Carrillo@mailinator.com,0334 9579123,120,SE139 ,UK,TB157767A,3.7E+14,American Express,216,591,
10251,Felix Myers         ,170 Angie Drive,,,Bassacutena,SS,IT,7020,0,Felix.R.Myers@mailinator.com,0389 7059753,5320.86,SW409 ,UK,AH088707D,4.11126E+15,VISA,516,9635,
10252,Kenneth Terrell     ,1563 Bridge Avenue,,,Bassendean,NSW,AU,2365,0,Kenneth.E.Terrell@spambob.com,(03) 5316 5329,904.86,NW187 ,CA,619939028,3.08861E+15,JCB,1008,2971,
10253,Nicholas Stampley   ,745 Gore Street,,,Bastardo,PG,IT,6030,0,Nicholas.W.Stampley@dodgeit.com,0368 6033337,298.83,SC124 ,UK,JC835726,3.08812E+15,JCB,312,9444,
10254,George Tincher      ,871 Nuzum Court,,,Bastida De Dossi,PV,IT,27050,0,George.D.Tincher@mailinator.com,0335 9822420,120,SE334 ,ES,3250679C,6.01143E+15,Discover,110,6249,
10256,Ralph Wood          ,4661 Moonlight Drive,,,Batavia,NY,US,14020,0,Ralph.K.Wood@spambob.com,706-823-4660,18735.7,NC166 ,U.S.,222040001,3.08864E+15,JCB,712,5538,
10257,Richard Cioffi      ,4709 Turkey Pen Road,,,Batemans Bay,NSW,AU,2536,0,Richard.L.Cioffi@trashymail.com,(08) 8309 5545,568.3,NE238 ,U.S.,18900001,3.08821E+15,JCB,814,3274,
10259,Frank Westra        ,3540 Stout Street,,,Baton Rouge,LA,US,70806,0,Frank.K.Westra@spambob.com,661-947-3606,486,NW376 ,FR,7.39054E+14,4.11188E+15,VISA,908,3237,
10260,Marjorie Mcelroy    ,668 Hinkle Lake Road,,,Baton Rouge,LA,US,70815,0,Marjorie.W.Mcelroy@pookmail.com,620-660-0187,354,NW379 ,ES,9129919T,4.11111E+15,VISA,209,6007,
10261,Mike Haight         ,3489 Eagle Drive,,,Baysville,ON,CA,P0B 1A0,0,Mike.M.Haight@trashymail.com,416-832-6193,354,NE373 ,FR,1.33026E+14,3.7E+14,American Express,810,8412,
10262,Nanette Alvarez     ,520 Bryan Street,,,Baztan,,ES,31700,0,Nanette.C.Alvarez@dodgeit.com,91-102-2063,6000.28,WE151 ,FR,8.31097E+14,3.7E+14,American Express,308,3425,
10263,Jack Owens          ,2374 Christie Way,,,Beasain,,ES,20200,0,Jack.L.Owens@spambob.com,91-102-2453,863.9,WE286 ,FR,1.63071E+14,6.01151E+15,Discover,512,5380,
10365,Joan Slater         ,313 Reynolds Alley,,,Boise,ID,US,83704,0,Joan.G.Slater@mailinator.com,973-465-0516,152,SE136 ,IT,GAINOA68A19F355E,6.011E+15,Discover,711,6775,
10264,Woodrow Hood        ,2102 Mulberry Avenue,,,Beauvais,,FR,60000,0,Woodrow.E.Hood@mailinator.com,04.38.97.52.54,9095.04,SC259 ,CA,157746082,6.01113E+15,Discover,811,4893,
10265,Christine Warwick   ,4748 Cecil Street,,,BEAUWORTH,,UK,SO24 2LI,0,Christine.A.Warwick@mailinator.com,079 7967 5500,354,SC130 ,FR,1.63041E+14,3E+13,Diners Club,217,9318,
10267,Jeffrey Samora      ,742 Selah Way,,,Becchi,AT,IT,14022,0,Jeffrey.K.Samora@pookmail.com,0358 0210012,673,SC262 ,U.S.,517410004,4.11133E+15,VISA,815,7080,
10268,Terrance Perez      ,3632 Bryan Street,,,Bedford,MA,US,1730,0,Terrance.M.Perez@pookmail.com,207-757-4475,290.48,SC322 ,IT,TYCEUE12T23M138W,3.08887E+15,JCB,111,556,
10270,Keith Walker        ,3564 Friendship Lane,,,Belfast,ME,US,4915,0,Keith.R.Walker@spambob.com,832-386-2083,853.3,SC127 ,CA,119680932,3.7E+14,American Express,609,3680,
